1,1,000242,000243,am,jpt,
2,1,000244,000250,am,jpt,
3,1,000254,000257,am,jpt,
4,1,000302,000303,am,jpt,
5,1,000306,000307,am,jpt,
6,1,000323,000327,am,jpt,
7,1,000329,000330,am,jpt,
8,1,000427,000428,xm,jpt,
9,1,000433,000435,xm,jpt,
10,1,000442,000443,xm,jpt,
11,1,000454,000457,xm,jpt,
12,1,000501,000507,xm,jpt,
13,1,000527,000528,xm,jpt,
14,1,000731,000913,xm,jpt,
15,1,001024,001034,am,lpt,
16,1,001037,001043,am,lpt,
17,1,001050,001051,xm,lpt,
18,1,001056,001057,am,lpt,
19,1,001058,001100,am,xm,
20,1,001603,001606,xm,lpt,
21,1,002436,002438,xm,jpt,
22,1,002442,002444,xm,jpt,
23,1,002454,002455,xm,jpt,
24,1,002505,002506,xm,jpt,
25,1,002523,002524,xm,jpt,
26,1,002532,002536,xm,jpt,
27,1,002541,002543,xm,jpt,
28,1,002548,002549,xm,jpt,
29,1,002554,002556,xm,jpt,
30,1,002601,002605,xm,jpt,
31,1,002610,002612,xm,jpt,
32,1,002633,002625,xm,jpt,
33,1,002637,002705,xm,jpt,
34,1,002709,002710,xm,jpt,
35,1,002718,002759,xm,jpt,
36,1,003446,003448,xm,jpt,
37,1,003452,003454,xm,jpt,
38,1,003459,003502,xm,jpt,
39,1,003511,003514,xm,jpt,
40,1,003705,003710,xm,jpt,
41,1,003710,003720,xm,jpt,
42,1,003750,003751,xm,jpt,
43,1,003824,003829,xm,jpt,
44,1,003836,003837,xm,jpt,
45,1,003850,003855,xm,jpt,
46,1,004031,004033,xm,jpt,
47,1,004041,004045,xm,jpt,
48,1,004309,004448,xm,jpt,
49,1,004458,004459,xm,jpt,
50,1,004817,004819,xm,jpt,
51,1,005026,005027,xm,jpt,
52,1,005035,005036,xm,jpt,
53,1,005044,005301,xm,jpt,
54,1,005652,005700,xm,jpt,
55,1,005703,005704,xm,jpt,
56,1,005711,005713,xm,jpt,
57,1,005721,005722,xm,jpt,
58,1,005732,005734,xm,jpt,
59,1,005738,005739,xm,jpt,
60,1,005817,005904,xm,jpt,
61,1,005909,005911,xm,jpt,
62,1,005913,005915,xm,jpt,
63,1,005918,010550,xm,jpt,
64,1,010839,010843,xm,jpt,
65,1,010849,010850,xm,jpt,
66,2,010950,011002,xm,am,
67,1,011021,011024,am,jpt,
68,1,011031,011033,am,jpt,
69,1,011037,011041,am,jpt,
70,1,011046,011047,am,jpt,
71,1,011052,011104,am,jpt,
72,1,011106,011110,am,jpt,
73,1,011118,011122,am,jpt,
74,1,011133,011135,am,jpt,
75,1,011142,011159,am,jpt,
76,1,011208,011216,am,jpt,
77,1,011257,011302,am,lpt+jpt,
78,1,011358,011404,xm,jpt,
79,1,011406,011411,am,lpt+jpt,
80,1,011443,011449,xm,jpt,
81,1,011454,011509,am,nx,
82,1,011511,011540,am,lpt,
83,1,011546,011554,am,lpt,
84,1,011559,011630,am,lpt,
85,1,011639,011644,am,lpt,
86,1,011649,011704,am,lpt,
87,1,011716,011719,am,lpt,
88,1,011722,011723,am,lpt,
89,1,011727,011728,am,lpt,
90,1,011731,011733,am,lpt,
91,1,011741,011846,am,lpt,
92,1,011956,011958,xm,lpt,
93,1,012007,012019,xm,lpt,
94,1,012931,012038,xm,lpt,
95,1,012551,012615,dj,lpt,
96,2,012726,012727,xm,dj,
97,1,012826,012847,xm,jpt,
98,1,013109,013110,xm,jpt,
99,1,013120,013122,xm,jpt,
100,1,013203,013207,xm,jpt,
101,1,013215,013217,xm,jpt,
102,1,013249,013302,xm,jpt,
103,1,013423,013425,xm,jpt,
104,1,013954,013958,xm,lpt,
105,1,014017,014021,xm,lpt,
106,1,014737,014748,xm,lpt,
107,1,015049,015051,xm,jpt
