1,2,001753,001820,ry,fx,
2,1,002422,002423,fx,wm,
3,1,002425,002427,fx,wm,
4,1,002623,002644,fx,wm,
5,1,002647,002651,fx,wm,
6,1,003434,003815,fx,ry,
7,1,004356,004357,fx,cj,
8,1,004406,004414,fx,cj,
9,1,004420,004422,fx,cj,
10,1,004547,004548,fx,cj,
11,1,004554,004555,fx,cj,
12,1,004601,004615,fx,cj,
13,1,004637,004644,fx,cj,
14,1,004920,004921,fx,wm,
15,1,004955,004956,fx,wm,
16,1,005001,005004,fx,wm,
17,1,005104,005105,fx,wm,
18,1,005534,005535,ry,wm,
19,1,005542,005603,ry,wm,
20,1,010023,010029,fx,wm,
21,1,010114,010138,fx,wm,
22,1,010150,010150,ry,cj,
23,1,010157,010158,fx,wm,
24,1,010437,010439,fx,cj,
25,1,010444,010453,fx,sggz,
26,1,010459,010501,fx,sggz,
27,1,010504,010509,fx,sggz,
28,1,010510,010521,fx,sggz,
29,1,010528,010532,fx,sggz,
30,1,011434,011500,ry,wm,
32,1,012259,012314,fx,cj,
33,1,012316,012317,fx,cj,
34,1,012323,012324,fx,cj,
35,1,012328,012329,fx,cj,
36,1,012339,012348,fx,cj,
37,1,012402,012529,fx,cj,
38,1,012610,012802,fx,cj,
